datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
2017/9/17,62,51,54.9,62,51,54.9,48.3,79.4,0,0,0,,0,0,14.5,7.5,348.5,1013.5,70.7,12.9,115.8,9.9,5,,2017-09-17T06:38:38,2017-09-17T19:10:14,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
2017/9/18,62.9,52.8,56.5,62.9,52.8,56.5,49.1,77.2,0.008,100,4.17,rain,0,0,23.5,9.8,329.1,1017.4,69.5,11,123.3,10.6,5,,2017-09-18T06:40:14,2017-09-18T19:07:55,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"03769099999,EGWU,03680099999,EGLL,03672099999,03781099999,EGLC,03772099999,03770099999"
2017/9/19,59.3,49.4,52.8,59.3,47.2,52.5,46.8,81.4,0.118,100,4.17,rain,0,0,14.3,6.3,304.6,1021.3,48.1,12.2,140.9,12.3,6,,2017-09-19T06:41:50,2017-09-19T19:05:37,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
2017/9/20,62.9,48.8,56.8,62.9,48.3,56.7,51.5,83.5,0,0,0,,0,0,23.3,12.4,212.7,1019.1,69.7,12.4,98.8,8.7,4,,2017-09-20T06:43:27,2017-09-20T19:03:18,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
2017/9/21,63.8,55.6,60,63.8,55.6,60,53.8,80.6,0.032,100,4.17,rain,0,0,31.3,14.7,201.7,1015.6,78.4,15.1,87.4,7.3,4,,2017-09-21T06:45:03,2017-09-21T19:01:00,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
2017/9/22,66.3,45.7,55.7,66.3,45.7,55.7,47.6,77.1,0.008,100,4.17,rain,0,0,20.4,11.1,229.5,1021.2,22.9,13,157.3,13.5,6,,2017-09-22T06:46:39,2017-09-22T18:58:41,0.07,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
2017/9/23,66.3,54.8,60.6,66.3,54.8,60.6,49.8,68.6,0,0,0,,0,0,30,10.5,168,1021.8,66,19.4,85.7,7.5,4,,2017-09-23T06:48:16,2017-09-23T18:56:23,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
2017/9/24,71.9,54.6,62.3,71.9,54.6,62.3,51.8,70.7,0,0,0,,0,0,21.9,12.1,127,1019.4,53,11.9,145,12.6,6,,2017-09-24T06:49:52,2017-09-24T18:54:05,0.14,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
2017/9/25,65.6,60,62,65.6,60,62,56.6,82.9,0.048,100,12.5,rain,0,0,13.9,8,72.7,1019.5,86,4,24.5,2.3,1,,2017-09-25T06:51:29,2017-09-25T18:51:47,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
2017/9/26,70,58.4,62.4,70,58.4,62.4,55.2,78.4,0,0,0,,0,0,13.4,7.5,70,1022,65.6,3.9,84.5,7.5,4,,2017-09-26T06:53:06,2017-09-26T18:49:29,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
2017/9/27,69.9,56.6,61.9,69.9,56.6,61.9,56.5,83.5,0,0,0,,0,0,28.9,10.5,140.7,1019.6,65.4,2.8,96.2,8.3,4,,2017-09-27T06:54:43,2017-09-27T18:47:11,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
2017/9/28,69,57.5,62.4,69,57.5,62.4,56.5,82.6,0.59,100,4.17,rain,0,0,19.9,9.7,214.1,1018,71.9,13,100.1,8.7,4,,2017-09-28T06:56:21,2017-09-28T18:44:53,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
2017/9/29,65.9,55.7,61.7,65.9,55.7,61.7,57.5,86.6,0.126,100,8.33,rain,0,0,24.2,12.2,216,1016.2,76.6,10.6,69.4,5.9,3,,2017-09-29T06:57:58,2017-09-29T18:42:36,0.3,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
2017/9/30,63.7,52.8,57.2,63.7,52.8,57.2,50.7,79.7,0,0,0,,0,0,26.2,12.8,212.5,1016.6,65.7,12.6,103.1,8.8,4,,2017-09-30T06:59:36,2017-09-30T18:40:19,0.33,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
2017/10/1,63.8,57.5,61.4,63.8,57.5,61.4,57.8,88.1,0.087,100,8.33,rain,0,0,33.1,15.6,203.8,1011.1,93.3,10.1,38.6,3.3,2,,2017-10-01T07:01:14,2017-10-01T18:38:02,0.36,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
2017/10/2,64.6,54.7,59.9,64.6,54.7,59.9,49.5,69.2,0,0,0,,0,0,34.2,19.5,262,1012.9,67.3,11.2,93,8,3,,2017-10-02T07:02:52,2017-10-02T18:35:46,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
2017/10/3,61.1,48.5,54.1,61.1,44.9,53.5,44.6,71.6,0,0,0,,0,0,28.2,12.1,284.9,1022.2,33.9,16.6,122.4,10.6,5,,2017-10-03T07:04:31,2017-10-03T18:33:30,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"3,769,099,999,036,800,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
2017/10/4,60.2,49.2,54.8,60.2,45.9,54.4,45.4,71,0,0,0,,0,0,30.6,16.2,251.3,1022.4,67.5,17.7,79.7,6.8,3,,2017-10-04T07:06:10,2017-10-04T18:31:14,0.46,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
2017/10/5,63.7,51.2,58.2,63.7,51.2,58.2,46.3,66,0.039,100,4.17,rain,0,0,32.2,20.7,283.6,1017.2,55.4,20.5,114.5,9.8,5,,2017-10-05T07:07:49,2017-10-05T18:28:59,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
2017/10/6,60.2,45.8,53,60.2,42.8,51.9,42.6,69.3,0,0,0,,0,0,22.6,10,299.5,1025.5,29,18.3,134.3,11.5,5,,2017-10-06T07:09:28,2017-10-06T18:26:45,0.52,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
2017/10/7,62.9,50.6,57.2,62.9,50.6,57.2,50.5,78.4,0.008,100,4.17,rain,0,0,34.9,14.7,252.3,1018.5,82.6,18.5,30.4,2.5,1,,2017-10-07T07:11:08,2017-10-07T18:24:30,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
2017/10/8,63.6,49.2,55.8,63.6,47.2,55.7,49.3,79.8,0.024,100,4.17,rain,0,0,15.9,8.2,294.8,1019.8,62.8,19.8,57.9,4.8,3,,2017-10-08T07:12:47,2017-10-08T18:22:17,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
2017/10/9,62.9,49.4,56.5,62.9,49.4,56.5,51.1,83,0,0,0,,0,0,17.9,10.4,241.5,1019.1,73.9,15.4,42.9,3.8,2,,2017-10-09T07:14:28,2017-10-09T18:20:04,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
2017/10/10,61.8,52.8,57.4,61.8,52.8,57.4,52.8,84.8,0.008,100,4.17,rain,0,0,28.4,13.1,231.3,1015.3,79.5,15.2,53.7,4.6,2,,2017-10-10T07:16:08,2017-10-10T18:17:51,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
2017/10/11,62,54.8,59.7,62,54.8,59.7,53.8,81,0.008,100,4.17,rain,0,0,40.5,17.2,226.6,1011.5,82.3,15,59.4,5.2,2,,2017-10-11T07:17:49,2017-10-11T18:15:40,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
2017/10/12,64.5,50.1,56.2,64.5,50.1,56.2,49,77.9,0.032,100,4.17,rain,0,0,25.7,12.7,239,1019.5,44.3,11.4,84.6,7.3,3,,2017-10-12T07:19:30,2017-10-12T18:13:29,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
2017/10/13,65.9,53,61.1,65.9,53,61.1,56.6,85.6,0,0,0,,0,0,34.2,15.6,223.1,1022.1,84.3,11.8,49.2,4,2,,2017-10-13T07:21:11,2017-10-13T18:11:18,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
2017/10/14,67.7,56.6,63.1,67.7,56.6,63.1,57.1,81.4,0,0,0,,0,0,23.7,11.1,216.7,1023.9,81.5,10.8,71.3,6.1,3,,2017-10-14T07:22:53,2017-10-14T18:09:09,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
2017/10/15,68.2,53.7,59.8,68.2,53.7,59.8,55.5,86.8,0,0,0,,0,0,27.1,13.5,197.8,1018.5,36,5.3,99,8.6,4,,2017-10-15T07:24:35,2017-10-15T18:07:00,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
2017/10/16,72.8,57.4,62.5,72.8,57.4,62.5,55.6,79.6,0,0,0,,0,0,36.2,19.5,203.2,1015.9,53.1,8.8,107.7,9.4,4,,2017-10-16T07:26:17,2017-10-16T18:04:52,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
2017/10/17,58.2,52.1,55.6,58.2,52.1,55.6,45.4,68.9,0,0,0,,0,0,34.9,14.8,229.9,1018.9,40.5,11,102.1,8.8,4,,2017-10-17T07:28:00,2017-10-17T18:02:45,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
2017/10/18,60.9,54.6,56.7,60.9,54.6,56.7,52.2,85.1,0.118,100,4.17,rain,0,0,17.4,6.9,64.5,1012,97.5,5.7,27.4,2.4,1,,2017-10-18T07:29:42,2017-10-18T18:00:39,0.95,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
2017/10/19,62.9,57.3,60.1,62.9,57.3,60.1,57.5,91.5,0.126,100,8.33,rain,0,0,32,15.9,163.5,1004.3,85.6,4.1,41.8,3.7,2,,2017-10-19T07:31:26,2017-10-19T17:58:33,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
2017/10/20,59.1,54.6,56.2,59.1,54.6,56.2,49.3,78.5,0.04,100,4.17,rain,0,0,34.4,19,226.4,1003.8,72.6,13.5,61.1,5.3,4,,2017-10-20T07:33:09,2017-10-20T17:56:29,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
2017/10/21,60,54.8,57.2,60,54.8,57.2,49.7,76.7,0.032,100,8.33,rain,0,0,44.4,24.2,218.9,1002.4,72,9.7,82.2,7.2,3,,2017-10-21T07:34:53,2017-10-21T17:54:26,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
2017/10/22,57.5,50.1,52.9,57.5,50.1,52.9,43.2,70,0,0,0,,0,0,42.5,19.5,269.2,1012.4,62.4,19.2,76.9,6.6,3,,2017-10-22T07:36:37,2017-10-22T17:52:24,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
2017/10/23,61.1,51,56.6,61.1,51,56.6,52.6,86.6,0,0,0,,0,0,18.3,9.8,220.7,1017.8,89.2,11.4,15.2,1.3,1,,2017-10-23T07:38:21,2017-10-23T17:50:23,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
2017/10/24,65.6,58.4,61.8,65.6,58.4,61.8,57.5,86,0,0,0,,0,0,34.9,17.5,227.2,1018,93.6,11.7,36.2,3.4,2,,2017-10-24T07:40:06,2017-10-24T17:48:23,0.15,Overcast,Cloudy skies throughout the day.,cloudy,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
2017/10/25,66.3,53,59.7,66.3,53,59.7,52.3,77.6,0,0,0,,0,0,29.3,14,241.2,1020.1,59.9,13.8,80,7,3,,2017-10-25T07:41:51,2017-10-25T17:46:24,0.18,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
2017/10/26,60.2,50.1,55.6,60.2,50.1,55.6,54.4,95.9,0.039,100,4.17,rain,0,0,11,6.2,278.4,1024.7,81.4,4.2,15.9,1.3,1,,2017-10-26T07:43:36,2017-10-26T17:44:27,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
2017/10/27,58.2,47.4,53.8,58.2,45,53.4,45.9,75.7,0,0,0,,0,0,17.2,7.6,338.1,1032.3,29,13.1,99,8.5,4,,2017-10-27T07:45:21,2017-10-27T17:42:31,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
2017/10/28,60.9,42.9,51.2,60.9,37.2,49.5,46.6,85.1,0,0,0,,0,0,33.6,16,268,1026.8,36.6,13.5,76.6,6.5,3,,2017-10-28T07:47:07,2017-10-28T17:40:36,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
2017/10/29,58.4,46.5,54.5,58.4,43.4,54.1,44.4,69.4,0.008,100,4.17,rain,0,0,29.8,14.9,330.1,1022.9,60.8,19.2,39.1,3.5,2,,2017-10-29T06:48:52,2017-10-29T16:38:43,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
2017/10/30,53.9,41.2,46.2,53.9,41.2,45.6,38.4,75,0,0,0,,0,0,14.1,4.4,314.2,1030.7,26.8,13.2,85.5,7.4,4,,2017-10-30T06:50:38,2017-10-30T16:36:51,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
2017/10/31,55.7,43.8,50.2,55.7,42,49.3,43.8,78.9,0,0,0,,0,0,23.5,10.7,236.5,1026.1,60.4,14.1,60.4,5.2,3,,2017-10-31T06:52:24,2017-10-31T16:35:00,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
2017/11/1,60.5,46.7,52.1,60.5,44.7,51.3,45.9,81.3,0,0,0,,0,0,15.2,7.7,207,1019.3,50,10.7,64,5.4,3,,2017-11-01T06:54:10,2017-11-01T16:33:11,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
2017/11/2,54.8,40.4,48.6,54.8,38.2,48.5,45.5,89.3,0,0,0,,0,0,11,3.5,293.1,1015.9,59.8,4.1,49.2,4.1,2,,2017-11-02T06:55:56,2017-11-02T16:31:24,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
2017/11/3,59.9,45.6,52.3,59.9,44.6,52.3,48,85.8,0,0,0,,0,0,14.1,6,180.6,1013.6,58.1,3.3,55.4,4.7,3,,2017-11-03T06:57:42,2017-11-03T16:29:38,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
2017/11/4,56.9,44,52.8,56.9,39.1,52.1,49.1,87.6,0.118,100,4.17,rain,0,0,26.4,12.4,268.2,1004.9,77.3,8.7,31,2.7,2,,2017-11-04T06:59:28,2017-11-04T16:27:54,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
2017/11/5,50.3,39.5,45,50.3,34.1,41.2,38.2,77.4,0.008,100,4.17,rain,0,0,27.5,12.5,288.9,1014.6,32,14.5,70.6,6.1,3,,2017-11-05T07:01:14,2017-11-05T16:26:11,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
2017/11/6,51.9,33.9,43.1,51.9,33.9,41.7,37.6,82.4,0.008,100,4.17,rain,0,0,15,7.8,211.1,1025,16,9,79.5,6.8,3,,2017-11-06T07:03:01,2017-11-06T16:24:31,0.58,Rain,Clear conditions throughout the day with afternoon rain.,rain,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
2017/11/7,53.7,44,50.1,53.7,38.4,48.7,44.9,82.8,0.008,100,4.17,rain,0,0,26.8,12.7,185.4,1018,83.4,11.7,21.8,1.9,1,,2017-11-07T07:04:46,2017-11-07T16:22:52,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
2017/11/8,50.1,38.6,45.5,50.1,35.4,42,38.9,78.1,0.158,100,4.17,rain,0,0,28.6,9.6,340.8,1022.4,60,13.9,28.2,2.3,1,,2017-11-08T07:06:32,2017-11-08T16:21:15,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
2017/11/9,55.5,36.6,47,55.5,36.4,46.1,42.9,85.9,0,0,0,,0,0,14.1,8.3,254.8,1023.7,64.8,10.2,26.3,2.3,1,,2017-11-09T07:08:18,2017-11-09T16:19:40,0.68,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
2017/11/10,54.8,46.7,50.4,54.8,42.6,48.4,40.1,69,0.023,100,4.17,rain,0,0,35.8,16.9,280.3,1019.9,63.6,16.5,41.9,3.6,2,,2017-11-10T07:10:03,2017-11-10T16:18:07,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
2017/11/11,49.4,45.6,47.5,48.1,42,45.4,44.4,89.3,0.557,100,12.5,rain,0,0,17,9.2,298.3,1011.9,89.2,7.3,14.4,1.2,1,,2017-11-11T07:11:48,2017-11-11T16:16:36,0.76,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
2017/11/12,47.6,42.2,45.4,44.8,35.4,40.2,36.9,73.6,0.079,100,8.33,rain,0,0,33.3,16.2,316.6,1012.2,66.7,17.1,65.6,5.6,3,,2017-11-12T07:13:33,2017-11-12T16:15:07,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
2017/11/13,46.5,38.4,42,43.5,33.1,37.6,33,70.5,0,0,0,,0,0,26.8,10.5,313.9,1025.6,34.2,18.9,57.5,4.9,3,,2017-11-13T07:15:17,2017-11-13T16:13:41,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
2017/11/14,52.8,41.3,48.5,52.8,37.8,46.6,43.7,83.4,0.008,100,4.17,rain,0,0,18.3,10.2,241.9,1023.9,85.6,12.7,18,1.5,1,,2017-11-14T07:17:01,2017-11-14T16:12:16,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
2017/11/15,53,49.2,51.1,53,49.2,51.1,49.1,93,0.008,100,4.17,rain,0,0,14.1,6.5,234.9,1024.1,92.7,4.4,23.1,2,1,,2017-11-15T07:18:44,2017-11-15T16:10:54,0.9,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
2017/11/16,57.3,45.7,51.9,57.3,43.2,51.6,46.2,81.6,0,0,0,,0,0,20.8,11.5,260.6,1023.4,71.1,10.2,32.9,2.8,2,,2017-11-16T07:20:26,2017-11-16T16:09:34,0.93,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
2017/11/17,50.6,34.9,43,50.6,34.9,42,34.8,73.7,0.008,100,4.17,rain,0,0,12.3,6,302.5,1029.1,34.3,11.1,65.9,5.7,3,,2017-11-17T07:22:08,2017-11-17T16:08:16,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
2017/11/18,48.3,40.4,44.8,43.7,35.5,40.6,40.4,84.7,0.079,100,4.17,rain,0,0,20.8,11.2,263.7,1023,87,10.8,15.2,1.3,1,,2017-11-18T07:23:49,2017-11-18T16:07:01,0,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
2017/11/19,46.5,35.9,41.7,44.9,30.9,38.5,36,81,0,0,0,,0,0,15.2,7.4,278.1,1023.3,42.5,15,59.3,5,3,,2017-11-19T07:25:30,2017-11-19T16:05:49,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
2017/11/20,54.8,42.9,51,54.8,40,49.8,47.6,88.2,0.048,100,8.33,rain,0,0,29.1,16.4,238.3,1015.9,94.6,11.2,18.3,1.5,1,,2017-11-20T07:27:09,2017-11-20T16:04:39,0.07,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
2017/11/21,57.5,53.9,55.6,57.5,53.9,55.6,50.1,82.1,0.008,100,4.17,rain,0,0,32.4,16.9,236.1,1010,90.3,11.9,26.1,2.3,1,,2017-11-21T07:28:48,2017-11-21T16:03:31,0.1,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
2017/11/22,60.2,56.6,58.1,60.2,56.6,58.1,48.7,71.2,0,0,0,,0,0,41.7,23.5,210.1,998,82.2,12.7,42.7,3.7,2,,2017-11-22T07:30:25,2017-11-22T16:02:26,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
2017/11/23,59.3,47.6,52.5,59.3,43.2,51.2,42.4,69.3,0.103,100,8.33,rain,0,0,44.2,25.8,235,997.5,58.4,14.6,56.1,4.9,3,,2017-11-23T07:32:02,2017-11-23T16:01:24,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
2017/11/24,47.4,36.2,43.6,47.4,36.2,42.8,36.3,76,0,0,0,,0,0,8.9,4.9,283.7,1010.5,48.3,14.9,54.3,4.6,3,,2017-11-24T07:33:37,2017-11-24T16:00:25,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
2017/11/25,44.7,33.1,38.5,38.3,29.6,33.9,32.7,80.8,0,0,0,,0,0,26.2,13.6,276.3,1016.4,24.9,15,56.5,4.9,3,,2017-11-25T07:35:11,2017-11-25T15:59:28,0.23,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"37,690,999,990,368,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
